cut_content,text,keyword1,keyword2,keyword3,similarity_score
30 不好意思 说错 了,30 不好意思 说错 了,好不容易,忙不过来,值不值得,0.87672806
财政 有钱 接管 医生 工资 吗 [ 笑 哭 ],财政 有钱 接管 医生 工资 吗 [ 笑 哭 ],想都别想,财政拨款,另有企图,0.87798953
你 公立 200 块 搞定 的 是 私立 要 20000 不止 中间 的 水电 气 人力 成本 太高 了,你 公立 200 块 搞定 的 是 私立 要 20000 不止 中间 的 水电 气 人力 成本 太高 了,百分之六十,百分之九十,工资水平,0.78581834
事业单位 为啥 按 公务员 标准,事业单位 为啥 按 公务员 标准,事业单位,闲着没事,注意事项,0.9199543
我 婶 她们 医院 就是 入不敷出 发不出 工资 了 我们 医院 暂时 还 能 维持 表面 繁荣 我 婶 说 你们 医院 规模 大家 底厚 还 能 撑 一阵 过 两年 家底 掏空 也 要 发不出 工资 了 [ 笑 哭 ],我 婶 她们 医院 就是 入不敷出 发不出 工资 了 我们 医院 暂时 还 能 维持 表面 繁荣 我 婶 说 你们 医院 规模 大家 底厚 还 能 撑 一阵 过 两年 家底 掏空 也 要 发不出 工资 了 [ 笑 哭 ],恕我直言,自我感觉,在我看来,0.84368956
建议 透明 医院 全部 收支 情况,建议 透明 医院 全部 收支 情况,离休干部,按部就班,研发部门,0.901089
改不动 改 一家 倒闭 一家 都 变成 卫生院 [ 石化 ] [ doge ],改不动 改 一家 倒闭 一家 都 变成 卫生院 [ 石化 ] [ doge ],工资水平,技术水平,收入水平,0.71372396
按 公务员 老师 标准 可以 但是 休息时间 这点 必须 参考 公务员,按 公务员 老师 标准 可以 但是 休息时间 这点 必须 参考 公务员,公共场所,申公卫,办公室,0.8702674
做 什么 美梦 呢 马上 就 破产 下岗 待业 了,做 什么 美梦 呢 马上 就 破产 下岗 待业 了,莫名其妙,悬壶济世,听天由命,0.87464297
过度 医疗 太久 了 哎,过度 医疗 太久 了 哎,马太效应,那太惨,多太难,0.94280875
确实 挺 多 二级 医院 都 在 靠 贷款 低 不成 高 不 就,确实 挺 多 二级 医院 都 在 靠 贷款 低 不成 高 不 就,殷鉴不远,在所不惜,解决不了,0.87412906
挺 好 领导 拿 的 太 多 了,挺 好 领导 拿 的 太 多 了,马太效应,这样的话,总的来说,0.8980993
那 还 怎么 做 支柱产业 [ doge ],那 还 怎么 做 支柱产业 [ doge ],资产负债率,非常感谢,劳动所得,0.7112056
工作量 一样 就行,工作量 一样 就行,顺利进行,医药行业,服务行业,0.9622567
公务员 标准 他们 每天 上 几个 小时 班,公务员 标准 他们 每天 上 几个 小时 班,公共场所,公立医院,公务员,0.90743184
出 以下 资料   1 备考 时 整理 的 一份 科研 皮肤 专业 英语词汇 共 9 页 专业 词汇 带 翻译 和 音标   对 皮肤科 考研 复试 同样 有用   2 根据 去年 保研 体会 写 的 保研 攻略 本人 保研 过程 非常 长 经验教训 很多   攻略 普适 详细 实用 全篇 纯手 打 个人 经验 仅供参考   推荐 人群 即将 保研 的 医学生 尤其 是 报考 外校   内容 板块 方向 抉择 联系 报考 资料 筹备 面试 填报 推免 系统   3 保研用 的 简历 个人 陈述 专家 推荐信 导师 联系 邮件 的 详细 模板   欢迎 关注 三连厚台 call 我 哟   随缘 接保研 辅导 简历 等 文书 修改,出 以下 资料   1 备考 时 整理 的 一份 科研 皮肤 专业 英语词汇 共 9 页 专业 词汇 带 翻译 和 音标   对 皮肤科 考研 复试 同样 有用   2 根据 去年 保研 体会 写 的 保研 攻略 本人 保研 过程 非常 长 经验教训 很多   攻略 普适 详细 实用 全篇 纯手 打 个人 经验 仅供参考   推荐 人群 即将 保研 的 医学生 尤其 是 报考 外校   内容 板块 方向 抉择 联系 报考 资料 筹备 面试 填报 推免 系统   3 保研用 的 简历 个人 陈述 专家 推荐信 导师 联系 邮件 的 详细 模板   欢迎 关注 三连厚台 call 我 哟   随缘 接保研 辅导 简历 等 文书 修改,注意事项,医疗事故,闲着没事,0.71635246
内分泌 和 风湿 真的 容易 就业 吗 [ 皱眉 ] 感觉 小 医院 没有 风湿科 内分泌 以 岗位 少 和 关系户 多 出名,内分泌 和 风湿 真的 容易 就业 吗 [ 皱眉 ] 感觉 小 医院 没有 风湿科 内分泌 以 岗位 少 和 关系户 多 出名,莫名其妙,无痛分娩,录取分数,0.8095076
不 咋 准 消化 强度 可以 给 78 就业 9,不 咋 准 消化 强度 可以 给 78 就业 9,不思进取,不可开交,不满情绪,0.8738035
根据 自身 24 年 保研 体会 写 的 保研 攻略 本人 保研 过程 非常 长 经验教训 很多   攻略 普适 详细 实用 全篇 纯手 打 个人 经验 仅供参考   推荐 人群 即将 保研 的 医学生 特别 是 报 外校 的   内容 板块   一 方向 抉择   二 联系 报考   三 资料 筹备   四 面试   五 填报 推免 系统   欢迎 关注 三连厚台 call 我 分享   随缘 接保研 辅导 简历 等 文书 修改,根据 自身 24 年 保研 体会 写 的 保研 攻略 本人 保研 过程 非常 长 经验教训 很多   攻略 普适 详细 实用 全篇 纯手 打 个人 经验 仅供参考   推荐 人群 即将 保研 的 医学生 特别 是 报 外校 的   内容 板块   一 方向 抉择   二 联系 报考   三 资料 筹备   四 面试   五 填报 推免 系统   欢迎 关注 三连厚台 call 我 分享   随缘 接保研 辅导 简历 等 文书 修改,个人所得税,莫名其妙,老年病,0.69770324
三级 综合 医院 的 肾内科 呢,三级 综合 医院 的 肾内科 呢,三连厚台,第三点,两三万,0.8822104
老年 科 呢,老年 科 呢,老年病,逐年,万年,0.99408877
皮肤 就业 难度 写 低 了 吧 [ 哭 惹 ],皮肤 就业 难度 写 低 了 吧 [ 哭 惹 ],资产负债率,寥寥无几,销售业务,0.9166006
请问 有 妇科 嘛,请问 有 妇科 嘛,另有企图,有时候,有意思,0.987319
学 感染 的 [ 石化 ],学 感染 的 [ 石化 ],医学院校,医学专业,医学知识,0.9064545
请问 有 三级 医院 的 中医科 吗,请问 有 三级 医院 的 中医科 吗,另有企图,无奇不有,可不可以,0.8730346
出 皮肤性病 学 教材 全部 章节 的 重点 专业 问题 整理 其他 可能 的 问题 20 份   出 24 个 高频 面试 英语 问答 自己 整理 的 问题 配有 回答 供参考,出 皮肤性病 学 教材 全部 章节 的 重点 专业 问题 整理 其他 可能 的 问题 20 份   出 24 个 高频 面试 英语 问答 自己 整理 的 问题 配有 回答 供参考,医学院校,医学专业,医学知识,0.7659956
血液 内科 待遇 怎样 啊 在 三甲 医院,血液 内科 待遇 怎样 啊 在 三甲 医院,资产负债率,精彩内容,冲锋在前,0.89864016
整形外科 呢,整形外科 呢,引进外资,整形外科,普外科,0.9958714
待 兔轩 文存,待 兔轩 文存,毕业论文,职称论文,红头文件,0.99420035
精神科 怎么样,精神科 怎么样,精神科,守护神,神经兮兮,0.9700328
针灸科 怎么样 啊,针灸科 怎么样 啊,资产负债率,众所周知,柴米油盐,0.98764217
呼吸 内科 呢,呼吸 内科 呢,精彩内容,肾内科,归卫健委,0.9953562
康复科 和 中医科 选 哪个 啊 [ 哭 惹 ],康复科 和 中医科 选 哪个 啊 [ 哭 惹 ],资产负债率,劳动所得,纳米技术,0.8703578
消化 方向 怎么样 会 不会 都 饱和 了 感觉 招聘 不多 呀,消化 方向 怎么样 会 不会 都 饱和 了 感觉 招聘 不多 呀,殷鉴不远,何乐不为,在所不惜,0.85880756
被 遗忘 的 泌尿,被 遗忘 的 泌尿,这样的话,总的来说,傻傻的,0.98565865
眼科 高 收入 在 哪 啊 [ 哭 惹 ] 公立 三甲 眼科 如果 不是 重点学科 基本上 都 没人 问 [ 哭 惹 ],眼科 高 收入 在 哪 啊 [ 哭 惹 ] 公立 三甲 眼科 如果 不是 重点学科 基本上 都 没人 问 [ 哭 惹 ],个人所得税,个人感觉,众人皆醉,0.8301912
为什么 神内 只有 表格 有 正文 都 不 配有 感觉 天塌 了 本来 还 挺 想 选 的 呢 [ 哭 惹 ],为什么 神内 只有 表格 有 正文 都 不 配有 感觉 天塌 了 本来 还 挺 想 选 的 呢 [ 哭 惹 ],无奇不有,另有企图,悬壶济世,0.79234123
想 报 肿瘤 内 以后 跳药企 考研 考专硕 还是 学硕 呀,想 报 肿瘤 内 以后 跳药企 考研 考专硕 还是 学硕 呀,医学知识,医学院校,医学专业,0.8533157
儿科 影像 口腔 麻醉 精神科 评分 已 在 主页 另 一篇 更新 啦 [ 派对 ],儿科 影像 口腔 麻醉 精神科 评分 已 在 主页 另 一篇 更新 啦 [ 派对 ],混口饭吃,考试分数,按劳分配,0.8423296
变态反应 科 也 挺 香 的,变态反应 科 也 挺 香 的,这样的话,总的来说,死死的,0.9175756
神内 的 已经 碎 了,神内 的 已经 碎 了,神经兮兮,精神科,守护神,0.9088223
怎么 会 有神 内 这种 各 方面 都 不 占优势 的 科室 [ 哭 惹 ],怎么 会 有神 内 这种 各 方面 都 不 占优势 的 科室 [ 哭 惹 ],深有体会,无奇不有,另有企图,0.81217134
呼吸 内科 呢 亲,呼吸 内科 呢 亲,精彩内容,归卫健委,考卫健委,0.9844423
外科 和 妇产 的 科室 综合 评分 在 我 主页 另 一篇 更新 了 哟 [ 派对 ],外科 和 妇产 的 科室 综合 评分 在 我 主页 另 一篇 更新 了 哟 [ 派对 ],恕我直言,据我所知,敌我矛盾,0.85769
学医 的 吗 感觉 分析 的 很 无聊 因为 不 了解 医院 各 科室 工作 的 内涵 尽说些 表面现象,学医 的 吗 感觉 分析 的 很 无聊 因为 不 了解 医院 各 科室 工作 的 内涵 尽说些 表面现象,医学知识,医学院校,医学专业,0.84410924
肿放 怎么样 呢 [ 萌萌 哒 ],肿放 怎么样 呢 [ 萌萌 哒 ],资产负债率,休息时间,具体实施,0.95065796
蹲 一下 儿科,蹲 一下 儿科,打听一下,检查一下,解释一下,0.98964953
李大谱,李大谱,李大谱,大普惠,大把求,1.0
求 外科 呀 [ 微笑 ],求 外科 呀 [ 微笑 ],引进外资,整形外科,门外汉,0.96413386
蹲 蹲下 篇,蹲 蹲下 篇,继续下去,维持下去,走下坡路,1.0
神内 的 发展 灵活 度 好 低 啊 工作 强度 和 科研 要求 又 高 感觉 这个 科室 好 坑 [ 哭 惹 ],神内 的 发展 灵活 度 好 低 啊 工作 强度 和 科研 要求 又 高 感觉 这个 科室 好 坑 [ 哭 惹 ],角色定位,专科医生,东郭先生,0.80803514
请问 一下 血液科 在 头部 三甲 的 薪资 和 强度 怎么样 呀 [ 哭 惹 ] [ 哭 惹 ] [ 哭 惹 ] 我 听说 求职 很卷 但 又 怕 没 钱 [ 哭 惹 ],请问 一下 血液科 在 头部 三甲 的 薪资 和 强度 怎么样 呀 [ 哭 惹 ] [ 哭 惹 ] [ 哭 惹 ] 我 听说 求职 很卷 但 又 怕 没 钱 [ 哭 惹 ],据我所知,自我感觉,敌我矛盾,0.8003184
怎么 没有 肾内科,怎么 没有 肾内科,另有企图,无奇不有,深有体会,0.95751834
县 医院 六万 一年 这算 低 吗,县 医院 六万 一年 这算 低 吗,老年病,第一年,哪一年,0.89776456
学医 啊 哎 学医 快 十年 了 不如 表弟 初中 毕业 月初 两三万 [ 笑 哭 ],学医 啊 哎 学医 快 十年 了 不如 表弟 初中 毕业 月初 两三万 [ 笑 哭 ],医学专业,医学知识,医学院校,0.8597684
学医 前有 个 叔 说 他 闺女 学医 现在 快 后悔 死 了 劝 我 不要 学说 学医 跟 高中 差不多 我 当时 咋 想 的 就是 死活 要 学医 [ 笑 哭 ],学医 前有 个 叔 说 他 闺女 学医 现在 快 后悔 死 了 劝 我 不要 学说 学医 跟 高中 差不多 我 当时 咋 想 的 就是 死活 要 学医 [ 笑 哭 ],医学专业,医学知识,医学院校,0.8019635
有 三明 三甲 医院 硕博 吗 来说 一下 应该 情况 不错 吧,有 三明 三甲 医院 硕博 吗 来说 一下 应该 情况 不错 吧,一无所有,无奇不有,缺一不可,0.85842824
不是 年薪制 嘛,不是 年薪制 嘛,不思进取,不可开交,不好意思,0.89815557
那 这样 直接 本科毕业 了 去 考个 规培 然后 去 县 医院 混 最 划算 吧,那 这样 直接 本科毕业 了 去 考个 规培 然后 去 县 医院 混 最 划算 吧,资产负债率,休息时间,服务质量,0.83062065
前 几天 发生 了 砂 医案 被 禁得 死死的 心里 拔凉拔 凉 的,前 几天 发生 了 砂 医案 被 禁得 死死的 心里 拔凉拔 凉 的,这样的话,总的来说,死死的,0.85940707
是不是 全网 都 屏蔽 了 三明 的 医生 啊 很少 刷到 他们,是不是 全网 都 屏蔽 了 三明 的 医生 啊 很少 刷到 他们,关系不大,苦不堪言,忙不过来,0.8426409
老 早就 想 转行 了 但是 不 知道 自己 能 干什么 [ 捂脸 ],老 早就 想 转行 了 但是 不 知道 自己 能 干什么 [ 捂脸 ],各种渠道,悬壶济世,莫名其妙,0.8650103
做 医生 只 拿 死 工资 肯定 要 饿死 在家 外快 收入 才 是 大头 啊 [ 偷笑 ],做 医生 只 拿 死 工资 肯定 要 饿死 在家 外快 收入 才 是 大头 啊 [ 偷笑 ],莫名其妙,领导班子,固定收入,0.8437268
拿 了 死 工资   还 越来越低   谁 有 心情 好好 看病,拿 了 死 工资   还 越来越低   谁 有 心情 好好 看病,资产负债率,劳动所得,具体实施,0.8728937
pica 牢牢 湿,pica 牢牢 湿,pica,问肌松,被限薪,0.84052557
[ 捂 嘴 笑 ] [ 捂 嘴 笑 ] [ 捂 嘴 笑 ] 气笑 了,[ 捂 嘴 笑 ] [ 捂 嘴 笑 ] [ 捂 嘴 笑 ] 气笑 了,资产负债率,非常感谢,劳动所得,0.8458377
不是 说 住院 医 15w 吗 不 低于 百分之 50,不是 说 住院 医 15w 吗 不 低于 百分之 50,可不可以,好不容易,值不值得,0.84912467
relgnarts,relgnarts,relgnarts,revali,add,0.99999976
一年   6   万 还 不知足 啊 我们 这县 医院 一个月   4000   多 一年   5   万 [ 哭 惹 ],一年   6   万 还 不知足 啊 我们 这县 医院 一个月   4000   多 一年   5   万 [ 哭 惹 ],一年到头,第一年,哪一年,0.79609317
医保 把 医生 这种 职业 都 贬值 了 [ doge ],医保 把 医生 这种 职业 都 贬值 了 [ doge ],医疗保险,旱涝保收,后勤保障,0.7267993
哈哈哈哈 我们 领导 是 这样 说 的 改革 后 呢 基本 差不多 哪里 去 但是 目前 工资 是 涨 了 200 块钱 绩效 方面 就要 改革 了 可能 拿 原来 的 90   85 那 还是 很大 的 差别,哈哈哈哈 我们 领导 是 这样 说 的 改革 后 呢 基本 差不多 哪里 去 但是 目前 工资 是 涨 了 200 块钱 绩效 方面 就要 改革 了 可能 拿 原来 的 90   85 那 还是 很大 的 差别,据我所知,在我看来,自我感觉,0.7750339
石头 剪刀 没有 布   一个 软柿子   嘟嘟   我 靠 内科 一年 6w,石头 剪刀 没有 布   一个 软柿子   嘟嘟   我 靠 内科 一年 6w,恕我直言,在我看来,据我所知,0.82624125
以后 就是 大量 优秀 医生 流向 私立 医院 啦 [ 偷笑 ] 别 傻傻的 以为 以后 老百姓 看病 就 便宜 啦 看看 日本 吧,以后 就是 大量 优秀 医生 流向 私立 医院 啦 [ 偷笑 ] 别 傻傻的 以为 以后 老百姓 看病 就 便宜 啦 看看 日本 吧,功能强大,刊七大刊,绝大多数,0.81495535
不行 了 一年 六万 够 干 啥 的 呀 我 的 老天 奶 还 不如 在 卫生院 不 辞职 读研 好 了,不行 了 一年 六万 够 干 啥 的 呀 我 的 老天 奶 还 不如 在 卫生院 不 辞职 读研 好 了,关系不大,尾大不掉,恕我直言,0.8159933
超级 吗 喽 看过 藤井风版   完蛋,超级 吗 喽 看过 藤井风版   完蛋,资产负债率,归卫健委,考卫健委,0.89036393
我们 小 地方 绩效 都 发不出 了 现在 一个月 2k 多 没 夜班 上 的话 有 也 是 只 多 几百块,我们 小 地方 绩效 都 发不出 了 现在 一个月 2k 多 没 夜班 上 的话 有 也 是 只 多 几百块,敌我矛盾,在我看来,自我感觉,0.84536713
学医 给 身边 的 亲戚朋友 省下 了 每年 几十万 的 陪诊 咨询 服务费 这部分 也 要 算 在 工资 里 哦 [ 偷笑 ] [ 偷笑 ] [ 偷笑 ],学医 给 身边 的 亲戚朋友 省下 了 每年 几十万 的 陪诊 咨询 服务费 这部分 也 要 算 在 工资 里 哦 [ 偷笑 ] [ 偷笑 ] [ 偷笑 ],医学知识,医学专业,医学院校,0.8173178
你们 没 遇上 好 时代 12 年前 内科 普通 执业 医师 开药 的 收入 一个月 都 有 大 几千万 把 元 绩效 也 比 现在 高,你们 没 遇上 好 时代 12 年前 内科 普通 执业 医师 开药 的 收入 一个月 都 有 大 几千万 把 元 绩效 也 比 现在 高,莫名其妙,工资水平,收入水平,0.7619506
只想 说 学医 是 入不敷出 干 的 活 又 脏 又 累发 的 钱 还 少,只想 说 学医 是 入不敷出 干 的 活 又 脏 又 累发 的 钱 还 少,医学专业,医学知识,医学院校,0.8299668
幸福 女大见 过十勤 版   来个 车 创死 我   墨奕,幸福 女大见 过十勤 版   来个 车 创死 我   墨奕,在我看来,恕我直言,敌我矛盾,0.9103011
降薪 降得 我 很气 [ 失望 ],降薪 降得 我 很气 [ 失望 ],敌我矛盾,据我所知,恕我直言,0.9521029
粥 粥 o   天塌 了 一年 六万,粥 粥 o   天塌 了 一年 六万,老年病,第一年,哪一年,0.9020009
看 今年 七八 月份 的 高考 后 专业 报名 吧 我 就 不信 还有 那么 多人往 坑里 跳 [ 微笑 ],看 今年 七八 月份 的 高考 后 专业 报名 吧 我 就 不信 还有 那么 多人往 坑里 跳 [ 微笑 ],莫名其妙,敌我矛盾,恕我直言,0.7910931
yura   完蛋,yura   完蛋,yura,何乐不为,为数不多,0.88977146
现在 的 医生 没有 红利 只有 黑利 [ 失望 ],现在 的 医生 没有 红利 只有 黑利 [ 失望 ],另有企图,无奇不有,深有体会,0.8723006
重生 后 我 也 想 继承 家业 [ 微笑 ],重生 后 我 也 想 继承 家业 [ 微笑 ],敌我矛盾,据我所知,在我看来,0.88056093
[ 石化 ],[ 石化 ],石化,石头,治愈率,0.93830323
出国 吧,出国 吧,出国,国产机,国企,0.96499956
icerainu,icerainu,icerainu,ice,winter,1.0
我们 一直 都 是 工资 三千 出头 绩效 一千多 点 再加 一个月 夜班 费 300 多点 最多 的 时候 五千多 点少 的 时候 四千多 [ 失望 ] [ 失望 ],我们 一直 都 是 工资 三千 出头 绩效 一千多 点 再加 一个月 夜班 费 300 多点 最多 的 时候 五千多 点少 的 时候 四千多 [ 失望 ] [ 失望 ],据我所知,恕我直言,自我感觉,0.8042803
而且 [ 暗中 观察 ] 三明 听说 钱 都 发不太 出来 都 不 知道 发 的 前 几个 月 的 工资,而且 [ 暗中 观察 ] 三明 听说 钱 都 发不太 出来 都 不 知道 发 的 前 几个 月 的 工资,这样的话,入不敷出,总的来说,0.8046249
专业性 太强 还 得 好好 思考 何去何从 [ 捂脸 ] [ 捂脸 ],专业性 太强 还 得 好好 思考 何去何从 [ 捂脸 ] [ 捂脸 ],资产负债率,马太效应,具体实施,0.850139
流泪 手心,流泪 手心,放宽心,责任心,身心俱疲,0.96164393
4w 一年 [ 捂 嘴 笑 ],4w 一年 [ 捂 嘴 笑 ],一年到头,第一年,哪一年,0.8684336
三明 原来 工资 多少 啊 别 吓 我 啊 [ 石化 ],三明 原来 工资 多少 啊 别 吓 我 啊 [ 石化 ],在我看来,自我感觉,恕我直言,0.88659024
momo   悬着 的 心 终于 死 了 [ 黄金 薯 ] 我要 不 转行 算了 [ 黄金 薯 ],momo   悬着 的 心 终于 死 了 [ 黄金 薯 ] 我要 不 转行 算了 [ 黄金 薯 ],在我看来,据我所知,敌我矛盾,0.79409313
一个月 不到 六千 我 不如 去 摇 奶茶 [ 石化 ],一个月 不到 六千 我 不如 去 摇 奶茶 [ 石化 ],关系不大,缺一不可,恕我直言,0.85158163
又 是 想 跳楼 的 一天 [ doge ] 不能 再 看 多 两眼 [ 微笑 ] 不然 活下去 的 力气 都 没有 了 [ 微笑 ],又 是 想 跳楼 的 一天 [ doge ] 不能 再 看 多 两眼 [ 微笑 ] 不然 活下去 的 力气 都 没有 了 [ 微笑 ],忙不过来,好不容易,需不需要,0.7498821
和 其他 地方 县 医院 收入 和 这个 差不多 吗,和 其他 地方 县 医院 收入 和 这个 差不多 吗,悬壶济世,环游世界,想都别想,0.86934984
z   [ doge ],z   [ doge ],z,doge,ziqi,0.71762097
中山 一有 影响 吗,中山 一有 影响 吗,中山医,一无所有,工资水平,0.89213395
momo   我 一 开始 还 以为 是 月薪 我 说 怎么 有 这么 多 结果 是 年薪 啊 我 读 了 十几年 书 出来 拿 5000 月薪 啊,momo   我 一 开始 还 以为 是 月薪 我 说 怎么 有 这么 多 结果 是 年薪 啊 我 读 了 十几年 书 出来 拿 5000 月薪 啊,在我看来,据我所知,恕我直言,0.81780076
你 的 季节   拉 胯,你 的 季节   拉 胯,总的来说,这样的话,制的工,0.9872554
意思 就是 干 医生 的 事 背 医生 的 锅发 医技 的 钱,意思 就是 干 医生 的 事 背 医生 的 锅发 医技 的 钱,这样的话,总的来说,制的工,0.8654535
给我发 100 的 钱 名头 是 技师 也 无所谓,给我发 100 的 钱 名头 是 技师 也 无所谓,敌我矛盾,恕我直言,在我看来,0.9040701
意思 就是 操着 卖 白粉 的 心 拿 着 卖 白菜 的 钱 呗 [ 黑薯 问号 ] [ 黑薯 问号 ] [ 黑薯 问号 ],意思 就是 操着 卖 白粉 的 心 拿 着 卖 白菜 的 钱 呗 [ 黑薯 问号 ] [ 黑薯 问号 ] [ 黑薯 问号 ],资产负债率,劳动所得,纳米技术,0.8076825
老师 三明 医改 对 专硕 影响 大 吗 冲刺 头部 医院 和 保守 留在 省内 三甲 应该 如何 选择 呢 [ 哭 惹 ],老师 三明 医改 对 专硕 影响 大 吗 冲刺 头部 医院 和 保守 留在 省内 三甲 应该 如何 选择 呢 [ 哭 惹 ],马来西亚,旱涝保收,医疗保险,0.78357
感觉 是 在 针对 麻醉 啊   能 说 吗 这 [ 暗中 观察 ],感觉 是 在 针对 麻醉 啊   能 说 吗 这 [ 暗中 观察 ],资产负债率,服务质量,具体实施,0.8589312
这 医改 意思 是 医技 类干 80 的 活 所以 拿 80 的 钱 然后 麻醉 就是 干 100 的 活 拿 80 的 钱 呗 [ 赞 ] [ 赞 ] 绝 了 简直 是 楼,这 医改 意思 是 医技 类干 80 的 活 所以 拿 80 的 钱 然后 麻醉 就是 干 100 的 活 拿 80 的 钱 呗 [ 赞 ] [ 赞 ] 绝 了 简直 是 楼,这样的话,总的来说,制的工,0.7448318
我 听 的 意思 是 麻醉 干 医师 的 活担 医师 的 责任 拿 技师 的 钱 我 是不是 听错 了,我 听 的 意思 是 麻醉 干 医师 的 活担 医师 的 责任 拿 技师 的 钱 我 是不是 听错 了,自我感觉,敌我矛盾,恕我直言,0.86230505
高 情商 你 还是 有 处方权 能干 临床 医生 的 事 还是 属于 医师 岗位   低 情商 你 只是 薪资 不是 临床 的 但 还是 要 干 临床 的 活 和 责任,高 情商 你 还是 有 处方权 能干 临床 医生 的 事 还是 属于 医师 岗位   低 情商 你 只是 薪资 不是 临床 的 但 还是 要 干 临床 的 活 和 责任,莫名其妙,医疗事故,注意事项,0.7387472
这个 背景音乐 好 吵,这个 背景音乐 好 吵,资产负债率,劳动所得,纳米技术,0.9766991
不 知道 麻醉 也 有 麻醉 门诊 麻醉 术 前 访视 百分之百 术后 也 访视 咋 说勒干 着 猝死 率 最高 的 活担 着 较大 的 风险 拿 着 医技 的 活 以后 学 麻醉 的 会 越来越少 [ 笑 哭 ] 也好,不 知道 麻醉 也 有 麻醉 门诊 麻醉 术 前 访视 百分之百 术后 也 访视 咋 说勒干 着 猝死 率 最高 的 活担 着 较大 的 风险 拿 着 医技 的 活 以后 学 麻醉 的 会 越来越少 [ 笑 哭 ] 也好,功能强大,莫名其妙,这样的话,0.7571683
省流 干 医生 的 活 那 医技 的,省流 干 医生 的 活 那 医技 的,省卫健委,发省医,各省市,0.8549967
那 麻醉 对 标的 不是 某个 单体 的 外科 而是 整个 外 科普 外神外 骨科 妇产 等等 等 你 做 完 手术 你 拍拍 屁股 走 了 下 一个 科室 接着 来 [ 哭 惹 ],那 麻醉 对 标的 不是 某个 单体 的 外科 而是 整个 外 科普 外神外 骨科 妇产 等等 等 你 做 完 手术 你 拍拍 屁股 走 了 下 一个 科室 接着 来 [ 哭 惹 ],资产负债率,需不需要,值不值得,0.7697704
不 出 门诊 但是 天天 术前 要 访视 病人 的 吧 比起 门诊 我们 还要 上门服务 好 吗 [ 失望 ] [ 失望 ] [ 失望 ],不 出 门诊 但是 天天 术前 要 访视 病人 的 吧 比起 门诊 我们 还要 上门服务 好 吗 [ 失望 ] [ 失望 ] [ 失望 ],据我所知,自我感觉,在我看来,0.81493914
琦 哥 本科 麻醉 可以 跨考 北医 的 内科 专硕 吗 [ 害羞 ],琦 哥 本科 麻醉 可以 跨考 北医 的 内科 专硕 吗 [ 害羞 ],资产负债率,考试分数,按劳分配,0.8395244
老师 本科 是 麻醉 的 专硕 建议 转 专业 吗 目前 在 考虑 重症 或 麻醉 [ 皱眉 ],老师 本科 是 麻醉 的 专硕 建议 转 专业 吗 目前 在 考虑 重症 或 麻醉 [ 皱眉 ],资产负债率,无痛分娩,统计分析,0.82946646
凭 什么 80 百分之,凭 什么 80 百分之,百分之百,百分之九十,百分之六十,0.91399956
天出 这个 医改 方案 的 真是 个 大 聪明 啊 这 谁 还 愿意 干 麻醉 呢,天出 这个 医改 方案 的 真是 个 大 聪明 啊 这 谁 还 愿意 干 麻醉 呢,莫名其妙,悬壶济世,马来西亚,0.84116584
为什么 还要 当 医生 呢 还 不 转行 送 外卖 都 比 这个 多 [ 笑 哭 ],为什么 还要 当 医生 呢 还 不 转行 送 外卖 都 比 这个 多 [ 笑 哭 ],资产负债率,冲锋在前,悬壶济世,0.8384094
你 确定 吗 还是 推测,你 确定 吗 还是 推测,角色定位,固定收入,冲锋在前,0.96000993
不是 麻醉 怎么 就 不是 临床 的 了 麻醉 处处 都 是 临床 的 偏偏 就 工资 是 医技 的 是 吧,不是 麻醉 怎么 就 不是 临床 的 了 麻醉 处处 都 是 临床 的 偏偏 就 工资 是 医技 的 是 吧,总的来说,这样的话,不满情绪,0.82090175
医疗 整体 已经 在 降薪 了 麻醉 还要 在 这 基础 上 一降 再 降 扛不住 [ 失望 ] [ 失望 ] [ 失望 ],医疗 整体 已经 在 降薪 了 麻醉 还要 在 这 基础 上 一降 再 降 扛不住 [ 失望 ] [ 失望 ] [ 失望 ],资产负债率,举报电话,奇奇怪怪,0.82278025
你 这 还 不如 名头 也 改过去 呢 名正言顺 [ 微笑 ],你 这 还 不如 名头 也 改过去 呢 名正言顺 [ 微笑 ],莫名其妙,悬壶济世,环游世界,0.8608995
麻醉 医生 哪里 不 出 门诊 了 [ 偷笑 ],麻醉 医生 哪里 不 出 门诊 了 [ 偷笑 ],入不敷出,需不需要,苦不堪言,0.8862297
神经兮兮   仚 仚 屲 冚,神经兮兮   仚 仚 屲 冚,神经兮兮,精神科,守护神,0.9762752
我 相信 25 年 再会 出个 新 的 医改 让 医院 重视 麻醉 的 重要性 [ 害羞 ],我 相信 25 年 再会 出个 新 的 医改 让 医院 重视 麻醉 的 重要性 [ 害羞 ],在我看来,恕我直言,自我感觉,0.81599367
麻醉 医生 每天 频繁 接触 不同 病人 这 不算 接触 病人 吗,麻醉 医生 每天 频繁 接触 不同 病人 这 不算 接触 病人 吗,个人所得税,个人观点,个人感觉,0.9078811
怪不得 没 人学 麻醉 了 [ 微笑 ] [ 微笑 ] [ 微笑 ],怪不得 没 人学 麻醉 了 [ 微笑 ] [ 微笑 ] [ 微笑 ],个人所得税,痴人说梦,众人皆醉,0.84267414
htg,htg,htg,h,bg,1.0000004
