cut_content,text,keyword1,keyword2,keyword3,similarity_score,processed_content,dominant_topic
啥 也 别说 了 出国 吧,啥 也 别说 了 出国 吧,遍布全国,祸国殃民,利国利民,0.9267154,['出国'],2
大国 工匠 [ doge ],大国 工匠 [ doge ],遍布全国,国共两党,国际标准,0.8287833,"['大国', '工匠', 'doge']",2
木辛   [ 石化 ],木辛   [ 石化 ],木匠,木辛,内科医生,0.9348835,"['木辛', '石化']",3
是不是 以后 没 处方权 了,是不是 以后 没 处方权 了,可不可以,忙不过来,值不值得,0.92207915,"['没', '处方权']",2
哈哈哈 我哥 北大 麻醉 苦读 这么 多年 混 了 个 技工,哈哈哈 我哥 北大 麻醉 苦读 这么 多年 混 了 个 技工,据我所知,敌我矛盾,恕我直言,0.85590804,"['哈哈哈', '我哥', '北大', '麻醉', '苦读', '多年', '混', '技工']",1
外科 佬 叫 开 刀匠 内科 佬 叫 药贩子,外科 佬 叫 开 刀匠 内科 佬 叫 药贩子,引进外资,整形外科,外商投资,0.92069083,"['外科', '佬', '开', '刀匠', '内科', '佬', '药贩子']",3
可能 在 为 过 几天 像 你们 传授 针刺麻醉 和 气功 麻醉 做 铺垫 吧 [ 黄金 薯 ],可能 在 为 过 几天 像 你们 传授 针刺麻醉 和 气功 麻醉 做 铺垫 吧 [ 黄金 薯 ],资产负债率,听天由命,冲锋在前,0.8216232,"['几天', '传授', '针刺麻醉', '气功', '麻醉', '做', '铺垫', '黄金', '薯']",2
这 不 学医 姐 么   [ 哭 惹 ],这 不 学医 姐 么   [ 哭 惹 ],医学院校,医学专业,医学知识,0.8993168,"['学医', '姐', '哭', '惹']",2
下 一步 就要 叫 麻醉 工了,下 一步 就要 叫 麻醉 工了,打听一下,解释一下,检查一下,0.9232901,"['一步', '麻醉', '工了']",2
是 患者 他来 了 身患 2 种病 起码 16 天能治好 医保 说 你 只能 治 1 种病 用 的 钱 只能 让 他 住 15 天 不然 罚款 扣分 吊销执照 你 怎么办 来 的 患者 越多 你 被 桶 死 的 越 快,是 患者 他来 了 身患 2 种病 起码 16 天能治好 医保 说 你 只能 治 1 种病 用 的 钱 只能 让 他 住 15 天 不然 罚款 扣分 吊销执照 你 怎么办 来 的 患者 越多 你 被 桶 死 的 越 快,资产负债率,亲朋好友,请客吃饭,0.75272524,"['患者', '他来', '身患', '种病', '起码', '16', '天能治好', '医保', '说', '只能', '治', '种病', '钱', '只能', '住', '15', '天', '罚款', '扣分', '吊销执照', '患者', '越多', '桶', '死', '越', '快']",0
同样 985 硕士 博士 人家 程序员 进厂 996 可以 拿 大 几十万 甚至 百万 以上 年薪 但 当 医生 进 医院 全年 无休 每天 查房 经常 熬夜 通宵 一年 拿个 十几万 二十万 被 全民 骂 被 郭嘉 疯狂 针对 [ doge ] 恨不得 一个月 就 给 你 开 5 千块,同样 985 硕士 博士 人家 程序员 进厂 996 可以 拿 大 几十万 甚至 百万 以上 年薪 但 当 医生 进 医院 全年 无休 每天 查房 经常 熬夜 通宵 一年 拿个 十几万 二十万 被 全民 骂 被 郭嘉 疯狂 针对 [ doge ] 恨不得 一个月 就 给 你 开 5 千块,个人所得税,与此同时,殊途同归,0.7147038,"['985', '硕士', '博士', '程序员', '进厂', '996', '几十万', '百万', '年薪', '医生', '进', '医院', '无休', '查房', '熬夜', '通宵', '一年', '拿个', '十几万', '二十万', '全民', '骂', '郭嘉', '疯狂', 'doge', '恨不得', '一个月', '开', '千块']",2
这种 话 的 含金量 就 好比 你 问 某某 专业 就业 前景 怎么样 他 回答 不管 什么 专业 只要 爬 到 顶端 不 愁 就业,这种 话 的 含金量 就 好比 你 问 某某 专业 就业 前景 怎么样 他 回答 不管 什么 专业 只要 爬 到 顶端 不 愁 就业,在所不惜,解决不了,殷鉴不远,0.8052588,"['话', '含金量', '好比', '问', '专业', '就业', '前景', '回答', '专业', '爬', '顶端', '愁', '就业']",2
看病 不 挣钱 你 还 看 么 [ doge ]   甚至 要 你 晚上 也 别 睡 呢,看病 不 挣钱 你 还 看 么 [ doge ]   甚至 要 你 晚上 也 别 睡 呢,苦不堪言,需不需要,可不可以,0.75636405,"['看病', '挣钱', 'doge', '晚上', '睡']",0
三明市 医院 连发 6 次 紧急 招聘 公告 招不来 人,三明市 医院 连发 6 次 紧急 招聘 公告 招不来 人,个人所得税,众人皆醉,个人感觉,0.90078676,"['三明市', '医院', '连发', '次', '紧急', '招聘', '公告', '招不来']",3
三明 医改 后 如果 你 特别 牛 逼 那 你 就 可以 被 私立 医院 高薪 聘请 如果 你 业务 能力 一般 那 就 去 基层 一级 医院 比如 卫生院 和 社区 那些 地方 的 病人 肯定 不会 少 因为 三明 医改 以后 百分之九十 的 人 都 是 首先 只能 去 基层 看 然后 一层 一层 往 二级 三级 医院 转 最后 到 三级 医院 的 病人 就是 被 层层 筛选 过得 所以 注定 三级 医院 的 病人 会 很少 因为 等 的 起 的 病人 一 二级 就 已经 治好 了 等 不起 的 病人 要么 还 没到 三级 就 已经 没 了 要么 花钱 去 私立 了 那么 三级 医院 的 医务人员 薪资 势必会 降低 所以 提升 自身 的 业务 能力 很 重要,三明 医改 后 如果 你 特别 牛 逼 那 你 就 可以 被 私立 医院 高薪 聘请 如果 你 业务 能力 一般 那 就 去 基层 一级 医院 比如 卫生院 和 社区 那些 地方 的 病人 肯定 不会 少 因为 三明 医改 以后 百分之九十 的 人 都 是 首先 只能 去 基层 看 然后 一层 一层 往 二级 三级 医院 转 最后 到 三级 医院 的 病人 就是 被 层层 筛选 过得 所以 注定 三级 医院 的 病人 会 很少 因为 等 的 起 的 病人 一 二级 就 已经 治好 了 等 不起 的 病人 要么 还 没到 三级 就 已经 没 了 要么 花钱 去 私立 了 那么 三级 医院 的 医务人员 薪资 势必会 降低 所以 提升 自身 的 业务 能力 很 重要,马来西亚,提前退休,当头一棒,0.73076487,"['三明', '医改', '特别', '牛', '逼', '私立', '医院', '高薪', '聘请', '业务', '能力', '基层', '一级', '医院', '卫生院', '社区', '地方', '病人', '肯定', '少', '三明', '医改', '百分之九十', '只能', '基层', '一层', '一层', '二级', '三级', '医院', '转', '三级', '医院', '病人', '层层', '筛选', '过得', '注定', '三级', '医院', '病人', '病人', '二级', '治好', '病人', '没到', '三级', '没', '花钱', '私立', '三级', '医院', '医务人员', '薪资', '势必会', '降低', '提升', '业务', '能力']",0
目前 临床 专硕 在读 从 规培到 专培 从集 采到 drg 现在 又 三明 说 实在 的 心里 拔凉拔 凉 的 [ 石化 ] [ 石化 ] [ 石化 ],目前 临床 专硕 在读 从 规培到 专培 从集 采到 drg 现在 又 三明 说 实在 的 心里 拔凉拔 凉 的 [ 石化 ] [ 石化 ] [ 石化 ],资产负债率,听天由命,冲锋在前,0.7979512,"['临床', '专硕', '在读', '规培到', '专培', '从集', '采到', 'drg', '三明', '说', '实在', '拔凉拔', '凉', '石化', '石化', '石化']",3
[ doge ] 中国 医疗 必将 进入 寒冬 这 是 任 谁 也 阻挡 不了 的 等 你 领到 低工资 面对 高房价 的 时候 你 就 老实 了 winter   is   coming,[ doge ] 中国 医疗 必将 进入 寒冬 这 是 任 谁 也 阻挡 不了 的 等 你 领到 低工资 面对 高房价 的 时候 你 就 老实 了 winter   is   coming,遍布全国,国际标准,国共两党,0.63260055,"['doge', '中国', '医疗', '寒冬', '阻挡', '领到', '低工资', '面对', '高房价', '老实', 'winter', 'coming']",3
[ 微笑 ] 病人 有钱 也 难治病 了 以后 感觉 得花 更 多 钱 我 早 知道 不 学医 了,[ 微笑 ] 病人 有钱 也 难治病 了 以后 感觉 得花 更 多 钱 我 早 知道 不 学医 了,个人所得税,个人感觉,个人观点,0.8641024,"['微笑', '病人', '有钱', '难治病', '感觉', '得花', '更', '钱', '早', '学医']",0
其实 这个 对 小 医院 影响 不 大 影响 大 的 是 三甲 大 医院 如果 再 加上 外资 医院 进入 发展 好 的 医生 会往 私营 医院 跑 最后 三甲 大 医院 会 逐渐 沦落 最后 大 医院 没有 学科 带头人 小 医生 也 发展 不 起来 最后 三甲 沦落 为 县 医院 只能 开 小刀 看 小病,其实 这个 对 小 医院 影响 不 大 影响 大 的 是 三甲 大 医院 如果 再 加上 外资 医院 进入 发展 好 的 医生 会往 私营 医院 跑 最后 三甲 大 医院 会 逐渐 沦落 最后 大 医院 没有 学科 带头人 小 医生 也 发展 不 起来 最后 三甲 沦落 为 县 医院 只能 开 小刀 看 小病,功能强大,刊七大刊,从小到大,0.73601127,"['医院', '影响', '影响', '三甲', '医院', '外资', '医院', '发展', '医生', '会往', '私营', '医院', '跑', '三甲', '医院', '沦落', '医院', '学科', '带头人', '医生', '发展', '三甲', '沦落', '县', '医院', '只能', '开', '小刀', '小病']",0
当年 我 也 是 这么 问 项目经理 的 项目经理 跟 我 讲 说 难道 中国 以后 不建 了,当年 我 也 是 这么 问 项目经理 的 项目经理 跟 我 讲 说 难道 中国 以后 不建 了,自我感觉,敌我矛盾,恕我直言,0.8364308,"['当年', '问', '项目经理', '项目经理', '讲', '说', '中国', '不建']",2
同样 的 学历 与其 进 医院 不如 进 工厂 起码 不用 受气   做 的 多 钱 还 拿 的 多 [ 哭 惹 ],同样 的 学历 与其 进 医院 不如 进 工厂 起码 不用 受气   做 的 多 钱 还 拿 的 多 [ 哭 惹 ],这样的话,总的来说,医学院校,0.7792282,"['学历', '进', '医院', '进', '工厂', '起码', '不用', '受气', '做', '钱', '哭', '惹']",1
笑 死 了 不过 真 想到 我 看 痘痘 虽然 不是 很 严重 但是 想着 去 看 就 看 最好 的 再 加上 xhs 推荐 去 挂号费 300 还 只能 抢 号 的 名医 看 [ 捂脸 ] 有 技术 的 人 真的 是 被 人 抢 着 看病 [ 捂脸 ],笑 死 了 不过 真 想到 我 看 痘痘 虽然 不是 很 严重 但是 想着 去 看 就 看 最好 的 再 加上 xhs 推荐 去 挂号费 300 还 只能 抢 号 的 名医 看 [ 捂脸 ] 有 技术 的 人 真的 是 被 人 抢 着 看病 [ 捂脸 ],个人所得税,敌我矛盾,据我所知,0.780175,"['笑', '死', '真', '想到', '痘痘', '想着', 'xhs', '推荐', '挂号费', '300', '只能', '抢', '号', '名医', '捂脸', '技术', '真的', '抢', '看病', '捂脸']",2
[ 微笑 ] 现在 是 医生 没 钱 还要 担心 医闹 [ 微笑 ] [ 微笑 ] 真服了 可 这 一波 人 嚯 嚯 [ 微笑 ],[ 微笑 ] 现在 是 医生 没 钱 还要 担心 医闹 [ 微笑 ] [ 微笑 ] 真服了 可 这 一波 人 嚯 嚯 [ 微笑 ],个人所得税,痴人说梦,众人皆醉,0.8645517,"['微笑', '医生', '没', '钱', '担心', '医闹', '微笑', '微笑', '真服了', '一波', '嚯', '嚯', '微笑']",2
范祖祥 呢,范祖祥 呢,累死累活,著作等身,抓紧时间,1.0000002,['范祖祥'],2
大家 就 当 给 自己 学 的 不然 到时候 看病难 的 就是 咱们 了 [ 微笑 ],大家 就 当 给 自己 学 的 不然 到时候 看病难 的 就是 咱们 了 [ 微笑 ],身家性命,这样的话,总的来说,0.7878659,"['学', '到时候', '看病难', '微笑']",2
省 中医 医术 好 的 医生 也 没 几个,省 中医 医术 好 的 医生 也 没 几个,省卫健委,发省医,各省市,0.8746225,"['省', '中医', '医术', '医生', '没', '几个']",2
一 亿个 病号 来 找 你 一个 病号 来 找 你 挣 一样 的 钱 你 选 哪个,一 亿个 病号 来 找 你 一个 病号 来 找 你 挣 一样 的 钱 你 选 哪个,当头一棒,唯一标准,告一段落,0.8453954,"['亿个', '病号', '找', '病号', '找', '挣', '钱', '选']",3
现在 普通人 就 得 这样 拿个 本科 或者 硕士 学历 回 二线 以下 城市 回老家 去 社区 医院 搞个 事业 编没 升值 压力 你 去 到 就是 当 科室 主任 的 料 在 外面 可能 就是 一 普通 牛马 到 县城 就 得 喊 你 主任 [ doge ] 牛 的 一 工资 比不上 大城市 但是 很 轻松 没 压力 又 不用 搞 科研 最多 做 病历 汇报 在 基层 就 跟 发 论文 一样 物价 低住 家里 的 房子 没事 就 去 玩 无敌 搞个 副业 都 不 知道 愁 什么 适应环境 对应 摆烂 就 不会 被 制裁 打击 积极性 那 我们 就 降低 积极性 反正 基层医院 没 那么 东西 随便 一坐 就是 一个 下午 没事 还 能 请假 舒服 的 很,现在 普通人 就 得 这样 拿个 本科 或者 硕士 学历 回 二线 以下 城市 回老家 去 社区 医院 搞个 事业 编没 升值 压力 你 去 到 就是 当 科室 主任 的 料 在 外面 可能 就是 一 普通 牛马 到 县城 就 得 喊 你 主任 [ doge ] 牛 的 一 工资 比不上 大城市 但是 很 轻松 没 压力 又 不用 搞 科研 最多 做 病历 汇报 在 基层 就 跟 发 论文 一样 物价 低住 家里 的 房子 没事 就 去 玩 无敌 搞个 副业 都 不 知道 愁 什么 适应环境 对应 摆烂 就 不会 被 制裁 打击 积极性 那 我们 就 降低 积极性 反正 基层医院 没 那么 东西 随便 一坐 就是 一个 下午 没事 还 能 请假 舒服 的 很,个人所得税,医务人员,技术人员,0.7141051,"['普通人', '拿个', '本科', '硕士', '学历', '回', '二线', '城市', '回老家', '社区', '医院', '搞个', '事业', '编没', '升值', '压力', '科室', '主任', '料', '外面', '牛马', '县城', '喊', '主任', 'doge', '牛', '工资', '比不上', '大城市', '轻松', '没', '压力', '不用', '搞', '科研', '最多', '做', '病历', '汇报', '基层', '发', '论文', '物价', '低住', '家里', '房子', '没事', '玩', '无敌', '搞个', '副业', '愁', '适应环境', '摆烂', '制裁', '打击', '积极性', '降低', '积极性', '反正', '基层医院', '没', '东西', '随便', '一坐', '下午', '没事', '请假', '舒服']",3
你 太天真 了,你 太天真 了,两三天,第二天,天能治好,0.9424335,['太天真'],3
我爸 和 我 说 一般 穷人家 孩子 想法 就是 练 好 技术 饿不死 实际 思想 决定 高度 我爸 小学 毕业 现在 照样 央企 领导 [ 笑 哭 ],我爸 和 我 说 一般 穷人家 孩子 想法 就是 练 好 技术 饿不死 实际 思想 决定 高度 我爸 小学 毕业 现在 照样 央企 领导 [ 笑 哭 ],在我看来,敌我矛盾,恕我直言,0.8365421,"['我爸', '说', '穷人家', '孩子', '想法', '练', '技术', '饿不死', '思想', '高度', '我爸', '小学', '毕业', '照样', '央企', '领导', '笑', '哭']",1
利好 保险行业 [ doge ] [ doge ] [ doge ] 各位 医生 同学 不如 转行 卖 医疗保险 这 也 算 业务 对口 了 [ doge ] [ doge ] [ doge ],利好 保险行业 [ doge ] [ doge ] [ doge ] 各位 医生 同学 不如 转行 卖 医疗保险 这 也 算 业务 对口 了 [ doge ] [ doge ] [ doge ],doge,打听一下,检查一下,0.57609576,"['利好', '保险行业', 'doge', 'doge', 'doge', '医生', '同学', '转行', '卖', '医疗保险', '算', '业务', '对口', 'doge', 'doge', 'doge']",0
长 这么 大 我 只 知道 每 一个 新 政策 出来 都 是 千人 说 万人 骂 的 [ 微笑 ],长 这么 大 我 只 知道 每 一个 新 政策 出来 都 是 千人 说 万人 骂 的 [ 微笑 ],个人所得税,个人感觉,众人皆醉,0.8149034,"['长', '新', '政策', '千人', '说', '万人', '骂', '微笑']",1
也 没 说错 病人 自然 会 找 来 但 咱 也 不能 吃 病人 啊 [ 害羞 ],也 没 说错 病人 自然 会 找 来 但 咱 也 不能 吃 病人 啊 [ 害羞 ],个人所得税,个人感觉,个人观点,0.9098779,"['没', '说错', '病人', '自然', '找', '吃', '病人', '害羞']",3
以后 没法 学医 了 太 惨 了,以后 没法 学医 了 太 惨 了,医学院校,医学知识,医学专业,0.9385134,"['没法', '学医', '太', '惨']",2
怎么 没 影响 呢 如果 制度 规范 能学 得到 技术 反之 只能 学 知识 了 技术 人家 不 教给 你,怎么 没 影响 呢 如果 制度 规范 能学 得到 技术 反之 只能 学 知识 了 技术 人家 不 教给 你,个人所得税,医学知识,医学专业,0.8210845,"['没', '影响', '制度', '规范', '能学', '技术', '只能', '学', '知识', '技术', '教给']",2
直接 钻 二甲 基层医院 把 数量 最大 的 头疼脑热 挡住 了 疑难杂症 直接 对不起 我们 治 不了 转 上级 医院 [ doge ] [ doge ] [ doge ] 这 不 就 幸福生活 了 不收 谁 能 罚 我 钱,直接 钻 二甲 基层医院 把 数量 最大 的 头疼脑热 挡住 了 疑难杂症 直接 对不起 我们 治 不了 转 上级 医院 [ doge ] [ doge ] [ doge ] 这 不 就 幸福生活 了 不收 谁 能 罚 我 钱,据我所知,自我感觉,恕我直言,0.74629784,"['钻', '二甲', '基层医院', '数量', '头疼脑热', '挡住', '疑难杂症', '对不起', '治', '转', '上级', '医院', 'doge', 'doge', 'doge', '幸福生活', '不收', '罚', '钱']",0
三明 医改 和 技术水平 有 什么 关系,三明 医改 和 技术水平 有 什么 关系,工资水平,技术水平,收入水平,0.89187306,"['三明', '医改', '技术水平', '关系']",2
主任 都 跑 去 私立 医院 想 挂 专家 号 的 全去 私立 治 吧 公立 是 限制 着 限制 那 的 以后 我 是 看不起 病 了 [ 微笑 ],主任 都 跑 去 私立 医院 想 挂 专家 号 的 全去 私立 治 吧 公立 是 限制 着 限制 那 的 以后 我 是 看不起 病 了 [ 微笑 ],利己主义,独立自主,个人所得税,0.80453897,"['主任', '跑', '私立', '医院', '想', '挂', '专家', '号', '全去', '私立', '治', '公立', '看不起', '病', '微笑']",3
三明 的 本质 是 花 合理 的 钱 维持 住 医疗 体系 不崩 [ 微笑 ],三明 的 本质 是 花 合理 的 钱 维持 住 医疗 体系 不崩 [ 微笑 ],关系不大,不可开交,不满情绪,0.85276794,"['三明', '本质', '花', '钱', '住', '医疗', '体系', '不崩', '微笑']",2
技术 到 了 药 效果 不好 病人 该 嘎 还 得 噶 [ 汗颜 ],技术 到 了 药 效果 不好 病人 该 嘎 还 得 噶 [ 汗颜 ],个人所得税,众人皆醉,个人感觉,0.8909372,"['技术', '药', '效果', '不好', '病人', '噶', '汗颜']",2
其实 我 觉得 医生 反而 会 轻松 因为 医生 既然 不 以 利益 为 导向 肯定 产生 消极怠工 的 情况 对于 实习生 的 压榨 或许 也 会 更 少 这 正是 我 希望 的 [ doge ],其实 我 觉得 医生 反而 会 轻松 因为 医生 既然 不 以 利益 为 导向 肯定 产生 消极怠工 的 情况 对于 实习生 的 压榨 或许 也 会 更 少 这 正是 我 希望 的 [ doge ],敌我矛盾,自我感觉,在我看来,0.7889073,"['医生', '轻松', '医生', '利益', '导向', '肯定', '消极怠工', '情况', '实习生', '压榨', '更', '少', '希望', 'doge']",1
中医 在 体制 外 确实 靠 一波 人 就 能 养活 自己 吧,中医 在 体制 外 确实 靠 一波 人 就 能 养活 自己 吧,个人所得税,个人感觉,众人皆醉,0.9058218,"['中医', '体制', '外', '确实', '一波', '养活']",2
这 也 信,这 也 信,鬼信,私信,韩信,0.9675774,['信'],1
三明 医改 后 不靠 业务量 定 收入 了 要 那么 多 病人 做 什么,三明 医改 后 不靠 业务量 定 收入 了 要 那么 多 病人 做 什么,个人所得税,众人皆醉,个人观点,0.8859859,"['三明', '医改', '不靠', '业务量', '定', '收入', '病人', '做']",2
这 老师 是 自己 钱 赚够 了,这 老师 是 自己 钱 赚够 了,资产负债率,非常感谢,劳动所得,0.9483658,"['老师', '钱', '赚够']",1
理想 是 丰满 的 现实 是 骨感 的 [ doge ] 像是 说 了 又 像是 放 了 个 屁,理想 是 丰满 的 现实 是 骨感 的 [ doge ] 像是 说 了 又 像是 放 了 个 屁,这样的话,总的来说,他妈的,0.7614143,"['理想', '丰满', '现实', '骨感', 'doge', '像是', '说', '像是', '放', '屁']",1
你 老师 可能 快 退休 或者 是 退休 返聘 的 也 可能 已经 私立 的 offer 在手,你 老师 可能 快 退休 或者 是 退休 返聘 的 也 可能 已经 私立 的 offer 在手,这样的话,总的来说,资产负债率,0.71130264,"['老师', '快', '退休', '退休', '返聘', '私立', 'offer', '在手']",1
但是 你 的 年薪 是 固定 的 甚至 不够 养家糊口 干 的 越 多 钱 是 固定 的,但是 你 的 年薪 是 固定 的 甚至 不够 养家糊口 干 的 越 多 钱 是 固定 的,这样的话,总的来说,傻傻的,0.8310783,"['年薪', '固定', '养家糊口', '干', '越', '钱', '固定']",0
确实 病人 不能 老 想着 医改 少 花钱 好 医生 好药,确实 病人 不能 老 想着 医改 少 花钱 好 医生 好药,个人所得税,众人皆醉,个人观点,0.90564424,"['确实', '病人', '老', '想着', '医改', '少', '花钱', '医生', '好药']",2
你好 天真,你好 天真,第二天,天能治好,两三天,0.9658669,"['你好', '天真']",3
我 的 糖尿病 病人   不让 我开 二甲 双 胍 [ 哭 惹 ],我 的 糖尿病 病人   不让 我开 二甲 双 胍 [ 哭 惹 ],敌我矛盾,在我看来,恕我直言,0.8879549,"['糖尿病', '病人', '不让', '我开', '二甲', '双', '胍', '哭', '惹']",2
那些 带教 的 老师 怎么办 还有 那些 规培 研究生 能 当硕导 博导 的 他们 手里 的 学生 要 怎么办,那些 带教 的 老师 怎么办 还有 那些 规培 研究生 能 当硕导 博导 的 他们 手里 的 学生 要 怎么办,这样的话,总的来说,制的工,0.81557125,"['带教', '老师', '规培', '研究生', '当硕导', '博导', '手里', '学生']",0
首先 行政 外包 再 来说 医改,首先 行政 外包 再 来说 医改,财政拨款,党委政府,整形外科,0.9289742,"['行政', '外包', '医改']",0
哦 买 嘎 的 希望 年薪制 了 你 还 这么 [ 笑 哭 ] 想,哦 买 嘎 的 希望 年薪制 了 你 还 这么 [ 笑 哭 ] 想,老年病,这样的话,总的来说,0.8109487,"['买', '希望', '年薪制', '笑', '哭', '想']",2
是 的 我 看过 一个 中医 特好 她 博士 没 毕业 的 时候 我 就 找 她 看 了 如今 都 五年 了 她 职业 点变 过 好 几次 我满 北京城 的 追 她 我 这 几年 见证 了 她 从 人少 到 人 多 患者 之间 口口相传 如今 已经 排 大队 有 的 人 坐车 三个 小时 找 她 看,是 的 我 看过 一个 中医 特好 她 博士 没 毕业 的 时候 我 就 找 她 看 了 如今 都 五年 了 她 职业 点变 过 好 几次 我满 北京城 的 追 她 我 这 几年 见证 了 她 从 人少 到 人 多 患者 之间 口口相传 如今 已经 排 大队 有 的 人 坐车 三个 小时 找 她 看,据我所知,自我感觉,敌我矛盾,0.80198264,"['看过', '中医', '特好', '博士', '没', '毕业', '找', '五年', '职业', '点变', '几次', '我满', '北京城', '追', '几年', '见证', '人少', '患者', '之间', '口口相传', '排', '大队', '坐车', '三个', '小时', '找']",2
[ doge ] 让 每个 每个 月 多交 一千块 钱 医保 就行了,[ doge ] 让 每个 每个 月 多交 一千块 钱 医保 就行了,悬壶济世,冲锋在前,莫名其妙,0.6857711,"['doge', '月', '多交', '一千块', '钱', '医保', '就行了']",1
医术 好 有用 别 太天真 你 以为 这个 行业 最 可怕 得 是 不来 病人 么,医术 好 有用 别 太天真 你 以为 这个 行业 最 可怕 得 是 不来 病人 么,个人所得税,个人观点,个人感觉,0.8742422,"['医术', '有用', '太天真', '行业', '可怕', '不来', '病人']",0
医改 的 问题 又 不是 医生 和 病人,医改 的 问题 又 不是 医生 和 病人,个人所得税,领军人物,从业人员,0.90058815,"['医改', '医生', '病人']",2
但是 没有 医疗 资源 怎么 培养 医术 靠 望闻问切 吗,但是 没有 医疗 资源 怎么 培养 医术 靠 望闻问切 吗,另有企图,资产负债率,休息时间,0.8364631,"['医疗', '资源', '培养', '医术', '望闻问切']",2
如果 薪资 真的 有 这么 多 倒 是 希望 赶紧 实行 本 主治医师 从来 没有 拿 超过 15 万 还是 税前 [ 笑 哭 ],如果 薪资 真的 有 这么 多 倒 是 希望 赶紧 实行 本 主治医师 从来 没有 拿 超过 15 万 还是 税前 [ 笑 哭 ],另有企图,无奇不有,深有体会,0.81761765,"['薪资', '真的', '倒', '希望', '赶紧', '实行', '主治医师', '超过', '15', '万', '税前', '笑', '哭']",2
怎么 不 给 娱乐 小 鲜肉 实行 年薪制 呢,怎么 不 给 娱乐 小 鲜肉 实行 年薪制 呢,悬壶济世,环游世界,关系不大,0.86708003,"['娱乐', '鲜肉', '实行', '年薪制']",1
浙江 某 普通 地级市 直 医院 心 内 主任 人才 引进 150 一年 你 让 主任医师 拿 30 一年 那全 中国 最好 的 医院 的 一帮 大佬 主任 带头 不干 医疗系统 直接 瘫痪 [ doge ],浙江 某 普通 地级市 直 医院 心 内 主任 人才 引进 150 一年 你 让 主任医师 拿 30 一年 那全 中国 最好 的 医院 的 一帮 大佬 主任 带头 不干 医疗系统 直接 瘫痪 [ doge ],功能强大,刊七大刊,悬壶济世,0.6566307,"['浙江', '地级市', '直', '医院', '心', '主任', '人才', '引进', '150', '一年', '主任医师', '30', '一年', '那全', '中国', '医院', '一帮', '大佬', '主任', '带头', '不干', '医疗系统', '瘫痪', 'doge']",0
对 老百姓 是 件 坏事   有 的 人 还 没 看 懂,对 老百姓 是 件 坏事   有 的 人 还 没 看 懂,个人所得税,从业人员,技术人员,0.8664464,"['老百姓', '件', '坏事', '没', '懂']",2
我 有 个 大胆 的 想法 能 不能 把 这些 搞 改革 的 砖家 开除 了 把 工资 发给 实实在在 治病救人 的 医生 身上 [ 笑 哭 ],我 有 个 大胆 的 想法 能 不能 把 这些 搞 改革 的 砖家 开除 了 把 工资 发给 实实在在 治病救人 的 医生 身上 [ 笑 哭 ],敌我矛盾,恕我直言,自我感觉,0.8492964,"['大胆', '想法', '搞', '改革', '砖家', '开除', '工资', '发给', '实实在在', '治病救人', '医生', '身上', '笑', '哭']",1
昨天 看到 一个 评论 说前 几年 国外 原因 发生 的 新冠 中国 医护 太强大 了 所以 要 瓦解 中国 医护 这时候 再 发动 生物战 就 没有 那么 多 医护 愿意 了 因为 太 不划算 了 [ 微笑 ],昨天 看到 一个 评论 说前 几年 国外 原因 发生 的 新冠 中国 医护 太强大 了 所以 要 瓦解 中国 医护 这时候 再 发动 生物战 就 没有 那么 多 医护 愿意 了 因为 太 不划算 了 [ 微笑 ],遍布全国,利国利民,祸国殃民,0.751261,"['昨天', '评论', '说前', '几年', '国外', '原因', '发生', '新冠', '中国', '医护', '太强大', '瓦解', '中国', '医护', '这时候', '发动', '生物战', '医护', '太', '不划算', '微笑']",2
我 只是 一个 普通 老百姓 不是 医生 评论 区 说 以后 大家 都 去 私立 医院 可 我 私立 医院 不是 很 信任 总 感觉 住个 院会 少个 器官 资本 什么 事 都 干得 出来 去 公立 可能 治不好 去 私立 有 可能 当场 就 被 噶 了,我 只是 一个 普通 老百姓 不是 医生 评论 区 说 以后 大家 都 去 私立 医院 可 我 私立 医院 不是 很 信任 总 感觉 住个 院会 少个 器官 资本 什么 事 都 干得 出来 去 公立 可能 治不好 去 私立 有 可能 当场 就 被 噶 了,据我所知,敌我矛盾,自我感觉,0.83218896,"['老百姓', '医生', '评论', '区', '说', '私立', '医院', '私立', '医院', '信任', '总', '感觉', '住个', '院会', '少个', '器官', '资本', '事', '干得', '公立', '治不好', '私立', '噶']",0
它 最好 最低 真的 有 75w 一年,它 最好 最低 真的 有 75w 一年,一无所有,无奇不有,关系不大,0.8404823,"['最低', '真的', '75w', '一年']",0
还 没 兽医 拿 的 多,还 没 兽医 拿 的 多,这样的话,总的来说,他妈的,0.97144294,"['没', '兽医']",3
一个 临床 医生 既 要 门诊 坐诊 还要 做手术 结果 发 的 绩效 还 没有 一个 门诊 挂号 护士 发 的 多 这 合理 吗,一个 临床 医生 既 要 门诊 坐诊 还要 做手术 结果 发 的 绩效 还 没有 一个 门诊 挂号 护士 发 的 多 这 合理 吗,当头一棒,莫名其妙,唯一标准,0.80999327,"['临床', '医生', '门诊', '坐诊', '做手术', '发', '绩效', '门诊', '挂号', '护士', '发']",2
