final_content,text,keyword,similarity_score
医护 都 哭穷 内行人 都 毕业 三年 内 年薪 都 低于 30 万 更 说 副 高正 高 国内 医护 缺口 很大 基本上 专科 很 好 就业 稳定 体面 薪资 高 特别 儿科 急诊 基本上 夜班 不 加班 平时 轻松 同学 一个 儿科 一个 急诊 基本上 三年 套房 嘎嘎 赚钱 医生 职业 不错 待遇 高 听说 实习生 一个月 都 将近 上万 培养 周期 短 专科毕业 坐诊 三年 专家 专家 不得了 一个月 少说 四五万 没 技术含量 笔划 拉 划拉 开药 敲敲 键盘 开 检查 回家 吃 去 不 讲价 咋会 钱 不用 操心 风险 小 八小时 值班 制到 点 关门 走 人 社会 地位 高 亲戚朋友 头疼脑热 还 求,医护 都 哭穷 内行人 都 毕业 三年 内 年薪 都 低于 30 万 更 说 副 高正 高 国内 医护 缺口 很大 基本上 专科 很 好 就业 稳定 体面 薪资 高 特别 儿科 急诊 基本上 夜班 不 加班 平时 轻松 同学 一个 儿科 一个 急诊 基本上 三年 套房 嘎嘎 赚钱 医生 职业 不错 待遇 高 听说 实习生 一个月 都 将近 上万 培养 周期 短 专科毕业 坐诊 三年 专家 专家 不得了 一个月 少说 四五万 没 技术含量 笔划 拉 划拉 开药 敲敲 键盘 开 检查 回家 吃 去 不 讲价 咋会 钱 不用 操心 风险 小 八小时 值班 制到 点 关门 走 人 社会 地位 高 亲戚朋友 头疼脑热 还 求,高中班,0.5164171
医护 都 哭穷 内行人 都 毕业 三年 内 年薪 都 低于 30 万 更 说 副 高正 高 国内 医护 缺口 很大 基本上 专科 很 好 就业 稳定 体面 薪资 高 特别 儿科 急诊 基本上 夜班 不 加班 平时 轻松 同学 一个 儿科 一个 急诊 基本上 三年 套房 嘎嘎 赚钱 医生 职业 不错 待遇 高 听说 实习生 一个月 都 将近 上万 培养 周期 短 专科毕业 坐诊 三年 专家 专家 不得了 一个月 少说 四五万 没 技术含量 笔划 拉 划拉 开药 敲敲 键盘 开 检查 回家 吃 去 不 讲价 咋会 钱 不用 操心 风险 小 八小时 值班 制到 点 关门 走 人 社会 地位 高 亲戚朋友 头疼脑热 还 求,医护 都 哭穷 内行人 都 毕业 三年 内 年薪 都 低于 30 万 更 说 副 高正 高 国内 医护 缺口 很大 基本上 专科 很 好 就业 稳定 体面 薪资 高 特别 儿科 急诊 基本上 夜班 不 加班 平时 轻松 同学 一个 儿科 一个 急诊 基本上 三年 套房 嘎嘎 赚钱 医生 职业 不错 待遇 高 听说 实习生 一个月 都 将近 上万 培养 周期 短 专科毕业 坐诊 三年 专家 专家 不得了 一个月 少说 四五万 没 技术含量 笔划 拉 划拉 开药 敲敲 键盘 开 检查 回家 吃 去 不 讲价 咋会 钱 不用 操心 风险 小 八小时 值班 制到 点 关门 走 人 社会 地位 高 亲戚朋友 头疼脑热 还 求,高质量,0.5155616
德国 证 规培,德国 证 规培,德国,0.87936556
德国 证 规培,德国 证 规培,郭德纲,0.86306304
德国 证 规培,德国 证 规培,爱德华,0.86306304
德国 证 规培,德国 证 规培,玛德,0.85399824
德国 证 规培,德国 证 规培,德语,0.84720373
德国 证 规培,德国 证 规培,国共两党,0.7737796
德国 证 规培,德国 证 规培,国际标准,0.7737796
德国 证 规培,德国 证 规培,国富民强,0.7560123
德国 证 规培,德国 证 规培,覆盖全国,0.73945653
德国 证 规培,德国 证 规培,利国利民,0.7335309
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],天能治好,0.67034817
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],天打雷劈,0.66513884
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],无力回天,0.6578479
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],搞了半天,0.6531123
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],锣鼓喧天,0.6531123
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],听天由命,0.650956
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],近几年,0.6484207
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],异想天开,0.64312446
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],天老爷,0.6406338
老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],老板 说 熬过 两年 好 [ 偷笑 ] 正是 到时候 天下大乱 才 机会 想想 口罩 九转监 天塔 宿命 蛊 最终 毁 [ 偷笑 ],大半年,0.6371993
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],天打雷劈,0.7107967
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],异想天开,0.7097528
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],搞了半天,0.70966744
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],锣鼓喧天,0.70966744
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],听天由命,0.70440626
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],天能治好,0.7029857
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],职称评定,0.6983026
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],无力回天,0.6942475
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],天老爷,0.6938617
不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],不 天赋 超群 肯定 脱颖而出 天赋 超群 特么学 不好 [ 捂脸 ],聊聊天,0.6912894
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],石化,0.7823138
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],一石激起千层浪,0.7171285
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],石家庄,0.7090131
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],实在是高,0.6271002
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],遍高帅富,0.6180188
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],当务之急,0.60938585
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],云泥之别,0.60938585
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],承受能力,0.6075969
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],卷土重来,0.603953
快 跑 别来 [ 石化 ],快 跑 别来 [ 石化 ],高级技工,0.6015815
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],两三年,0.6434627
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],三年制,0.62043035
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],北医三院,0.6014089
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],冰冻三尺,0.593655
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],长三角,0.5812924
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],珠三角,0.5812924
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],两三种,0.5812924
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],这三瓜,0.5812924
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],两三碗,0.5812924
分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],分数 三本 线 走个 三年制 当地 乡村 医生 扶持 路线 毕业 还 包 分配 卫生所 编在 分数 下 确实 一个 很 好 选择 [ 微笑 ],第三点,0.5812924
学 中医 不 [ doge ],学 中医 不 [ doge ],不发学,0.763581
学 中医 不 [ doge ],学 中医 不 [ doge ],中药学,0.74769735
学 中医 不 [ doge ],学 中医 不 [ doge ],中医学,0.74769735
学 中医 不 [ doge ],学 中医 不 [ doge ],学不,0.7381974
学 中医 不 [ doge ],学 中医 不 [ doge ],口腔医学,0.6263645
学 中医 不 [ doge ],学 中医 不 [ doge ],不住,0.6067574
学 中医 不 [ doge ],学 中医 不 [ doge ],不降,0.6067574
学 中医 不 [ doge ],学 中医 不 [ doge ],不长,0.6067574
学 中医 不 [ doge ],学 中医 不 [ doge ],不进,0.6067574
学 中医 不 [ doge ],学 中医 不 [ doge ],不发,0.6067574
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五百块,0.80834717
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五六万,0.80834717
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,交五险,0.78943026
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五点,0.77823555
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五条,0.77823555
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五险,0.77823555
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五倍,0.77823555
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五改,0.77823555
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,周五,0.7633301
五条 猫猫 见过 color 版,五条 猫猫 见过 color 版,五保户,0.68409455
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,流行病学,0.76035094
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,教学科研,0.69780266
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,医学知识,0.69780266
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,医学院校,0.69780266
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,医学影像,0.69780266
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,大学老师,0.6828062
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,大学毕业,0.6828062
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,规培学硕,0.6825586
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,好好学习,0.68255854
学医 好处 外行人 都 体面,学医 好处 外行人 都 体面,学霸们,0.6788502
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,覆盖全国,0.6909789
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,国共两党,0.6773774
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,国际标准,0.6773774
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,发达国家,0.6373637
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,过国,0.6352591
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,到国,0.6352591
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,强国,0.6352591
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,爱国,0.6352591
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,全国,0.6352591
快来 [ doge ] 49 国军 缺 牛马,快来 [ doge ] 49 国军 缺 牛马,回国,0.6352591
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,几十,0.72273517
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,双十,0.72273517
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,六十万,0.7209724
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,几十块,0.7209724
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,几十万,0.7209724
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,十几年,0.71540964
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,十几个,0.71428853
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,十几万,0.71428853
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,十几碗,0.7142884
免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,免费 医疗 推动者 免费 医疗 好 全 预约 制 看 十个 人,十几倍,0.7142884
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],心理压力,0.7140864
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],放心大胆,0.7042295
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],心理咨询,0.6954126
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],心灰意冷,0.6954126
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],责任心,0.67863774
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],触目惊心,0.66164446
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],服务中心,0.6367495
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],上进心,0.63331836
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],共同努力,0.6288528
班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],班上 无比 焦虑 心累 工作量 增长 降薪 降 百分之四十 不 说 还 一堆 人 骂 医务人员 心黑 一个 同事 压力 过大 蛛网膜 下腔 出血 都 拜 砖家 赐 真得 多钱 就算 钱 没 还 骂 [ 弱 ],核心,0.62117696
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,入不敷出,0.8741626
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,发不出,0.8441403
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,羊毛出在羊身上,0.7865128
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,无所不用其极,0.7809875
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,排不上,0.7805153
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,说不上,0.7805153
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,跟不上,0.7805153
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,申不上,0.7805153
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,用不上,0.7805153
免费 医疗 提出 免费 不 人 看不上 病 不 想,免费 医疗 提出 免费 不 人 看不上 病 不 想,算不上,0.7805153
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,公立医院,0.6926768
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,航空公司,0.6800994
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,司长,0.6422739
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,办公厅,0.63836527
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,考公是,0.63836515
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,考公考,0.63836515
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,提公卫,0.63836515
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,办公室,0.63836515
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,公务员,0.6315367
怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,怡情 推动者 家有 核酸 公司 免费 医疗 推动者 私立 医院 股份 笑掉大牙,公卫去,0.6315367
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,无所不用其极,0.8537246
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,都还没,0.8414848
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,可不可以,0.8272184
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,愿不愿意,0.8272182
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,需不需要,0.8272182
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,好不容易,0.8272182
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,苦不堪言,0.8272182
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,解决不了,0.8253646
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,证据不足,0.8253646
全都 不想 掏钱 费用 承担,全都 不想 掏钱 费用 承担,不可开交,0.8098171
抓 几个 院长 填补 国库 老 想着 搞 小 大夫,抓 几个 院长 填补 国库 老 想着 搞 小 大夫,国际标准,0.7716969
抓 几个 院长 填补 国库 老 想着 搞 小 大夫,抓 几个 院长 填补 国库 老 想着 搞 小 大夫,国共两党,0.7716969
抓 几个 院长 填补 国库 老 想着 搞 小 大夫,抓 几个 院长 填补 国库 老 想着 搞 小 大夫,覆盖全国,0.769513
